,benchmark,cpu,mode1,mode2,target
81,LU,6740.777893066406,C-states On,normal,normal_normal_LU_C_64_82
80,LU,6728.6436767578125,C-states On,normal,normal_normal_LU_C_64_81
79,LU,6735.840484619141,C-states On,normal,normal_normal_LU_C_64_80
78,LU,6728.87255859375,C-states On,normal,normal_normal_LU_C_64_79
77,LU,6515.2021484375,C-states On,normal,normal_normal_LU_C_64_78
76,LU,6516.984283447266,C-states On,normal,normal_normal_LU_C_64_77
75,LU,6728.770721435547,C-states On,normal,normal_normal_LU_C_64_76
74,LU,6742.993835449219,C-states On,normal,normal_normal_LU_C_64_75
73,LU,6756.608428955078,C-states On,normal,normal_normal_LU_C_64_74
72,LU,6754.894958496094,C-states On,normal,normal_normal_LU_C_64_73
71,LU,6736.745544433594,C-states On,normal,normal_normal_LU_C_64_72
69,LU,6514.4051513671875,C-states On,normal,normal_normal_LU_C_64_70
38,LU,6739.290496826172,C-states On,normal,normal_normal_LU_C_64_39
37,LU,6731.038299560547,C-states On,normal,normal_normal_LU_C_64_38
36,LU,6510.934661865234,C-states On,normal,normal_normal_LU_C_64_37
3,LU,6516.211975097656,C-states On,normal,normal_normal_LU_C_64_4
2,LU,6511.189300537109,C-states On,normal,normal_normal_LU_C_64_3
1,LU,6731.332336425781,C-states On,normal,normal_normal_LU_C_64_2
0,LU,6759.997131347656,C-states On,normal,normal_normal_LU_C_64_1
1199,LU,5761.313293457031,C-states On,reboot,normal_reboot_LU_C_64_99
1198,LU,5589.077301025391,C-states On,reboot,normal_reboot_LU_C_64_98
1197,LU,5760.487213134766,C-states On,reboot,normal_reboot_LU_C_64_97
1196,LU,5775.047180175781,C-states On,reboot,normal_reboot_LU_C_64_96
1195,LU,5764.221160888672,C-states On,reboot,normal_reboot_LU_C_64_95
1194,LU,5758.813507080078,C-states On,reboot,normal_reboot_LU_C_64_94
1193,LU,5761.746063232422,C-states On,reboot,normal_reboot_LU_C_64_93
1192,LU,5590.264678955078,C-states On,reboot,normal_reboot_LU_C_64_92
1191,LU,5591.8934326171875,C-states On,reboot,normal_reboot_LU_C_64_91
1190,LU,5762.9693603515625,C-states On,reboot,normal_reboot_LU_C_64_90
1189,LU,6708.703186035156,C-states On,reboot,normal_reboot_LU_C_64_9
1188,LU,5590.670166015625,C-states On,reboot,normal_reboot_LU_C_64_89
1187,LU,5591.965728759766,C-states On,reboot,normal_reboot_LU_C_64_88
1186,LU,5769.7750244140625,C-states On,reboot,normal_reboot_LU_C_64_87
1185,LU,5762.465362548828,C-states On,reboot,normal_reboot_LU_C_64_86
1184,LU,5759.851165771484,C-states On,reboot,normal_reboot_LU_C_64_85
1183,LU,5765.8492431640625,C-states On,reboot,normal_reboot_LU_C_64_84
1182,LU,5753.830627441406,C-states On,reboot,normal_reboot_LU_C_64_83
1181,LU,5760.319854736328,C-states On,reboot,normal_reboot_LU_C_64_82
1180,LU,5594.774566650391,C-states On,reboot,normal_reboot_LU_C_64_81
1179,LU,6719.205322265625,C-states On,reboot,normal_reboot_LU_C_64_80
1178,LU,6505.875061035156,C-states On,reboot,normal_reboot_LU_C_64_8
1177,LU,6713.865509033203,C-states On,reboot,normal_reboot_LU_C_64_79
4,LU,6723.806213378906,C-states On,normal,normal_normal_LU_C_64_5
5,LU,6734.913848876953,C-states On,normal,normal_normal_LU_C_64_6
6,LU,6737.649841308594,C-states On,normal,normal_normal_LU_C_64_7
7,LU,6511.595947265625,C-states On,normal,normal_normal_LU_C_64_8
35,LU,6515.668487548828,C-states On,normal,normal_normal_LU_C_64_36
34,LU,6731.425872802734,C-states On,normal,normal_normal_LU_C_64_35
33,LU,6729.615631103516,C-states On,normal,normal_normal_LU_C_64_34
32,LU,6760.225433349609,C-states On,normal,normal_normal_LU_C_64_33
31,LU,6743.928649902344,C-states On,normal,normal_normal_LU_C_64_32
30,LU,6743.37548828125,C-states On,normal,normal_normal_LU_C_64_31
29,LU,6744.650390625,C-states On,normal,normal_normal_LU_C_64_30
28,LU,6737.646667480469,C-states On,normal,normal_normal_LU_C_64_29
27,LU,6515.889678955078,C-states On,normal,normal_normal_LU_C_64_28
26,LU,6680.321929931641,C-states On,normal,normal_normal_LU_C_64_27
25,LU,6736.291229248047,C-states On,normal,normal_normal_LU_C_64_26
24,LU,6748.742950439453,C-states On,normal,normal_normal_LU_C_64_25
23,LU,6739.350341796875,C-states On,normal,normal_normal_LU_C_64_24
1175,LU,6505.483184814453,C-states On,reboot,normal_reboot_LU_C_64_77
22,LU,6721.3787841796875,C-states On,normal,normal_normal_LU_C_64_23
20,LU,6515.937347412109,C-states On,normal,normal_normal_LU_C_64_21
19,LU,6742.719573974609,C-states On,normal,normal_normal_LU_C_64_20
18,LU,6736.687591552734,C-states On,normal,normal_normal_LU_C_64_19
17,LU,6722.778167724609,C-states On,normal,normal_normal_LU_C_64_18
16,LU,6516.392578125,C-states On,normal,normal_normal_LU_C_64_17
15,LU,6515.340972900391,C-states On,normal,normal_normal_LU_C_64_16
14,LU,6514.560852050781,C-states On,normal,normal_normal_LU_C_64_15
13,LU,6728.458801269531,C-states On,normal,normal_normal_LU_C_64_14
12,LU,6515.93212890625,C-states On,normal,normal_normal_LU_C_64_13
11,LU,6514.189666748047,C-states On,normal,normal_normal_LU_C_64_12
10,LU,6729.241668701172,C-states On,normal,normal_normal_LU_C_64_11
9,LU,6514.544372558594,C-states On,normal,normal_normal_LU_C_64_10
8,LU,6514.34228515625,C-states On,normal,normal_normal_LU_C_64_9
21,LU,6720.0914306640625,C-states On,normal,normal_normal_LU_C_64_22
1050,EP,7658.752288818359,C-states On,reboot,normal_reboot_EP_B_1_50p_54
1049,EP,7452.645263671875,C-states On,reboot,normal_reboot_EP_B_1_50p_53
1048,EP,7950.8609619140625,C-states On,reboot,normal_reboot_EP_B_1_50p_52
890,LU,6741.095306396484,C-states On,normal,normal_normal_LU_C_64_90
889,LU,6752.126007080078,C-states On,normal,normal_normal_LU_C_64_9
888,LU,6737.1661376953125,C-states On,normal,normal_normal_LU_C_64_89
887,LU,6730.278961181641,C-states On,normal,normal_normal_LU_C_64_88
886,LU,6516.9730224609375,C-states On,normal,normal_normal_LU_C_64_87
885,LU,6753.170257568359,C-states On,normal,normal_normal_LU_C_64_86
884,LU,6984.260528564453,C-states On,normal,normal_normal_LU_C_64_85
883,LU,6731.4892578125,C-states On,normal,normal_normal_LU_C_64_84
882,LU,6513.421447753906,C-states On,normal,normal_normal_LU_C_64_83
881,LU,6736.405670166016,C-states On,normal,normal_normal_LU_C_64_82
880,LU,6516.461883544922,C-states On,normal,normal_normal_LU_C_64_81
879,LU,6740.833923339844,C-states On,normal,normal_normal_LU_C_64_80
878,LU,6742.082244873047,C-states On,normal,normal_normal_LU_C_64_8
877,LU,6762.193328857422,C-states On,normal,normal_normal_LU_C_64_79
876,LU,6733.159484863281,C-states On,normal,normal_normal_LU_C_64_78
875,LU,6514.311767578125,C-states On,normal,normal_normal_LU_C_64_77
874,LU,6514.437194824219,C-states On,normal,normal_normal_LU_C_64_76
873,LU,6745.6954345703125,C-states On,normal,normal_normal_LU_C_64_75
872,LU,7009.37158203125,C-states On,normal,normal_normal_LU_C_64_74
871,LU,6765.818817138672,C-states On,normal,normal_normal_LU_C_64_73
870,LU,6748.748870849609,C-states On,normal,normal_normal_LU_C_64_72
869,LU,6740.050598144531,C-states On,normal,normal_normal_LU_C_64_71
868,LU,6760.9447021484375,C-states On,normal,normal_normal_LU_C_64_70
867,LU,6755.829132080078,C-states On,normal,normal_normal_LU_C_64_7
866,LU,6738.812469482422,C-states On,normal,normal_normal_LU_C_64_69
865,LU,6761.834136962891,C-states On,normal,normal_normal_LU_C_64_68
864,LU,6743.4324951171875,C-states On,normal,normal_normal_LU_C_64_67
891,LU,6740.219451904297,C-states On,normal,normal_normal_LU_C_64_91
863,LU,6761.910858154297,C-states On,normal,normal_normal_LU_C_64_66
892,LU,6752.237731933594,C-states On,normal,normal_normal_LU_C_64_92
894,LU,6726.588684082031,C-states On,normal,normal_normal_LU_C_64_94
921,CG,1854.0920715332031,C-states On,reboot,normal_reboot_CG_C_32_28
920,CG,2009.640625,C-states On,reboot,normal_reboot_CG_C_32_27
919,CG,1949.0790100097656,C-states On,reboot,normal_reboot_CG_C_32_26
918,CG,1858.3701477050781,C-states On,reboot,normal_reboot_CG_C_32_25
917,CG,1871.7859802246094,C-states On,reboot,normal_reboot_CG_C_32_24
916,CG,1882.4439392089844,C-states On,reboot,normal_reboot_CG_C_32_23
915,CG,1871.98486328125,C-states On,reboot,normal_reboot_CG_C_32_22
914,CG,1855.9867858886719,C-states On,reboot,normal_reboot_CG_C_32_21
913,CG,1902.5568542480469,C-states On,reboot,normal_reboot_CG_C_32_20
912,CG,1773.5936889648438,C-states On,reboot,normal_reboot_CG_C_32_2
911,CG,1873.4828491210935,C-states On,reboot,normal_reboot_CG_C_32_19
910,CG,1843.1773681640625,C-states On,reboot,normal_reboot_CG_C_32_18
909,CG,1840.9503479003906,C-states On,reboot,normal_reboot_CG_C_32_17
908,CG,1878.5006408691406,C-states On,reboot,normal_reboot_CG_C_32_16
907,CG,2019.1227416992188,C-states On,reboot,normal_reboot_CG_C_32_15
906,CG,1823.1571044921875,C-states On,reboot,normal_reboot_CG_C_32_14
905,CG,2011.5341796875,C-states On,reboot,normal_reboot_CG_C_32_13
904,CG,1908.7365112304688,C-states On,reboot,normal_reboot_CG_C_32_12
903,CG,1873.95947265625,C-states On,reboot,normal_reboot_CG_C_32_11
902,CG,1875.539123535156,C-states On,reboot,normal_reboot_CG_C_32_100
901,CG,1873.560333251953,C-states On,reboot,normal_reboot_CG_C_32_10
900,CG,1918.8652648925781,C-states On,reboot,normal_reboot_CG_C_32_1
899,LU,6764.016418457031,C-states On,normal,normal_normal_LU_C_64_99
898,LU,6512.762908935547,C-states On,normal,normal_normal_LU_C_64_98
897,LU,6515.755157470703,C-states On,normal,normal_normal_LU_C_64_97
896,LU,6758.229949951172,C-states On,normal,normal_normal_LU_C_64_96
895,LU,6514.559844970703,C-states On,normal,normal_normal_LU_C_64_95
893,LU,6759.6142578125,C-states On,normal,normal_normal_LU_C_64_93
862,LU,6747.563873291016,C-states On,normal,normal_normal_LU_C_64_65
861,LU,6741.867858886719,C-states On,normal,normal_normal_LU_C_64_64
860,LU,6749.742736816406,C-states On,normal,normal_normal_LU_C_64_63
827,LU,6736.925750732422,C-states On,normal,normal_normal_LU_C_64_33
826,LU,6514.574035644531,C-states On,normal,normal_normal_LU_C_64_32
825,LU,6763.770965576172,C-states On,normal,normal_normal_LU_C_64_31
824,LU,6734.531799316406,C-states On,normal,normal_normal_LU_C_64_30
823,LU,6717.241882324219,C-states On,normal,normal_normal_LU_C_64_3
822,LU,6747.239715576172,C-states On,normal,normal_normal_LU_C_64_29
821,LU,6972.0140380859375,C-states On,normal,normal_normal_LU_C_64_28
820,LU,6755.095458984375,C-states On,normal,normal_normal_LU_C_64_27
819,LU,6766.050262451172,C-states On,normal,normal_normal_LU_C_64_26
818,LU,6518.731384277344,C-states On,normal,normal_normal_LU_C_64_25
817,LU,6515.735137939453,C-states On,normal,normal_normal_LU_C_64_24
816,LU,6510.865570068359,C-states On,normal,normal_normal_LU_C_64_23
815,LU,6513.502899169922,C-states On,normal,normal_normal_LU_C_64_22
814,LU,6959.7012939453125,C-states On,normal,normal_normal_LU_C_64_21
813,LU,6515.437042236328,C-states On,normal,normal_normal_LU_C_64_20
812,LU,6714.864898681641,C-states On,normal,normal_normal_LU_C_64_2
811,LU,6731.320861816406,C-states On,normal,normal_normal_LU_C_64_19
810,LU,6729.3826904296875,C-states On,normal,normal_normal_LU_C_64_18
809,LU,6731.957489013672,C-states On,normal,normal_normal_LU_C_64_17
808,LU,6745.7860107421875,C-states On,normal,normal_normal_LU_C_64_16
807,LU,6747.935882568359,C-states On,normal,normal_normal_LU_C_64_15
806,LU,6759.851501464844,C-states On,normal,normal_normal_LU_C_64_14
805,LU,6763.408172607422,C-states On,normal,normal_normal_LU_C_64_13
804,LU,6724.680389404297,C-states On,normal,normal_normal_LU_C_64_12
803,LU,6516.019134521484,C-states On,normal,normal_normal_LU_C_64_11
802,LU,6764.127471923828,C-states On,normal,normal_normal_LU_C_64_100
801,LU,6511.774322509766,C-states On,normal,normal_normal_LU_C_64_10
828,LU,6763.113342285156,C-states On,normal,normal_normal_LU_C_64_34
829,LU,6750.265289306641,C-states On,normal,normal_normal_LU_C_64_35
830,LU,6741.697509765625,C-states On,normal,normal_normal_LU_C_64_36
831,LU,6752.395202636719,C-states On,normal,normal_normal_LU_C_64_37
859,LU,6742.066131591797,C-states On,normal,normal_normal_LU_C_64_62
858,LU,6728.970062255859,C-states On,normal,normal_normal_LU_C_64_61
857,LU,6759.2509765625,C-states On,normal,normal_normal_LU_C_64_60
856,LU,6760.741943359375,C-states On,normal,normal_normal_LU_C_64_6
855,LU,6992.783996582031,C-states On,normal,normal_normal_LU_C_64_59
854,LU,6764.1531982421875,C-states On,normal,normal_normal_LU_C_64_58
853,LU,6749.082336425781,C-states On,normal,normal_normal_LU_C_64_57
852,LU,6964.041442871094,C-states On,normal,normal_normal_LU_C_64_56
851,LU,6748.605743408203,C-states On,normal,normal_normal_LU_C_64_55
850,LU,6763.533996582031,C-states On,normal,normal_normal_LU_C_64_54
849,LU,6515.124938964844,C-states On,normal,normal_normal_LU_C_64_53
848,LU,6738.256134033203,C-states On,normal,normal_normal_LU_C_64_52
847,LU,6744.409332275391,C-states On,normal,normal_normal_LU_C_64_51
922,CG,1842.6258850097656,C-states On,reboot,normal_reboot_CG_C_32_29
846,LU,6759.152099609375,C-states On,normal,normal_normal_LU_C_64_50
844,LU,6753.22705078125,C-states On,normal,normal_normal_LU_C_64_49
843,LU,6741.206878662109,C-states On,normal,normal_normal_LU_C_64_48
842,LU,6761.096038818359,C-states On,normal,normal_normal_LU_C_64_47
841,LU,6750.161346435547,C-states On,normal,normal_normal_LU_C_64_46
840,LU,6765.7796630859375,C-states On,normal,normal_normal_LU_C_64_45
839,LU,6963.908508300781,C-states On,normal,normal_normal_LU_C_64_44
838,LU,6728.813659667969,C-states On,normal,normal_normal_LU_C_64_43
837,LU,6516.898956298828,C-states On,normal,normal_normal_LU_C_64_42
836,LU,6514.563659667969,C-states On,normal,normal_normal_LU_C_64_41
835,LU,6513.341247558594,C-states On,normal,normal_normal_LU_C_64_40
834,LU,6514.573089599609,C-states On,normal,normal_normal_LU_C_64_4
833,LU,6513.680419921875,C-states On,normal,normal_normal_LU_C_64_39
832,LU,6972.806335449219,C-states On,normal,normal_normal_LU_C_64_38
