,target,sensor,benchmark,mode,mode2,number,cpu
281,normal_reboot_LU_C_64_38,runningmodesxDahu25,LU,normal,reboot,38,6696.852844238281
282,normal_reboot_LU_C_64_39,runningmodesxDahu25,LU,normal,reboot,39,6694.039215087891
283,normal_reboot_LU_C_64_4,runningmodesxDahu25,LU,normal,reboot,4,6495.826507568359
284,normal_reboot_LU_C_64_40,runningmodesxDahu25,LU,normal,reboot,40,6683.3983154296875
285,normal_reboot_LU_C_64_41,runningmodesxDahu25,LU,normal,reboot,41,6480.961242675781
286,normal_reboot_LU_C_64_42,runningmodesxDahu25,LU,normal,reboot,42,6482.835266113281
287,normal_reboot_LU_C_64_43,runningmodesxDahu25,LU,normal,reboot,43,6492.331146240234
288,normal_reboot_LU_C_64_44,runningmodesxDahu25,LU,normal,reboot,44,6705.8724365234375
289,normal_reboot_LU_C_64_45,runningmodesxDahu25,LU,normal,reboot,45,6446.105041503906
290,normal_reboot_LU_C_64_46,runningmodesxDahu25,LU,normal,reboot,46,6749.509429931641
291,normal_reboot_LU_C_64_47,runningmodesxDahu25,LU,normal,reboot,47,6470.723571777344
292,normal_reboot_LU_C_64_48,runningmodesxDahu25,LU,normal,reboot,48,6746.911407470703
293,normal_reboot_LU_C_64_49,runningmodesxDahu25,LU,normal,reboot,49,6745.500793457031
294,normal_reboot_LU_C_64_5,runningmodesxDahu25,LU,normal,reboot,5,6470.477264404297
295,normal_reboot_LU_C_64_50,runningmodesxDahu25,LU,normal,reboot,50,6714.282318115234
296,normal_reboot_LU_C_64_6,runningmodesxDahu25,LU,normal,reboot,6,6704.101318359375
297,normal_reboot_LU_C_64_7,runningmodesxDahu25,LU,normal,reboot,7,6480.666290283203
298,normal_reboot_LU_C_64_8,runningmodesxDahu25,LU,normal,reboot,8,6442.065948486328
299,normal_reboot_LU_C_64_9,runningmodesxDahu25,LU,normal,reboot,9,6946.952392578125
300,sleep_normal_CG_C_32_1,runningmodesxDahu25,CG,sleep,sleep,1,1908.0975341796875
301,sleep_normal_CG_C_32_10,runningmodesxDahu25,CG,sleep,sleep,10,1954.0716552734373
302,sleep_normal_CG_C_32_11,runningmodesxDahu25,CG,sleep,sleep,11,1933.1645202636719
303,sleep_normal_CG_C_32_12,runningmodesxDahu25,CG,sleep,sleep,12,1778.6273498535156
304,sleep_normal_CG_C_32_13,runningmodesxDahu25,CG,sleep,sleep,13,1930.7297973632806
305,sleep_normal_CG_C_32_14,runningmodesxDahu25,CG,sleep,sleep,14,1775.8751831054688
306,sleep_normal_CG_C_32_15,runningmodesxDahu25,CG,sleep,sleep,15,1798.3428344726562
307,sleep_normal_CG_C_32_16,runningmodesxDahu25,CG,sleep,sleep,16,1928.9410705566406
308,sleep_normal_CG_C_32_17,runningmodesxDahu25,CG,sleep,sleep,17,1959.9241943359373
309,sleep_normal_CG_C_32_18,runningmodesxDahu25,CG,sleep,sleep,18,1936.5220642089844
310,sleep_normal_CG_C_32_19,runningmodesxDahu25,CG,sleep,sleep,19,1942.392822265625
311,sleep_normal_CG_C_32_2,runningmodesxDahu25,CG,sleep,sleep,2,1907.9412536621094
312,sleep_normal_CG_C_32_20,runningmodesxDahu25,CG,sleep,sleep,20,1934.6359252929688
313,sleep_normal_CG_C_32_21,runningmodesxDahu25,CG,sleep,sleep,21,1777.1778259277344
314,sleep_normal_CG_C_32_22,runningmodesxDahu25,CG,sleep,sleep,22,1781.7786560058594
315,sleep_normal_CG_C_32_23,runningmodesxDahu25,CG,sleep,sleep,23,1776.0453186035156
316,sleep_normal_CG_C_32_24,runningmodesxDahu25,CG,sleep,sleep,24,1925.7664489746094
317,sleep_normal_CG_C_32_25,runningmodesxDahu25,CG,sleep,sleep,25,1925.8749084472656
318,sleep_normal_CG_C_32_26,runningmodesxDahu25,CG,sleep,sleep,26,1928.1556396484373
319,sleep_normal_CG_C_32_27,runningmodesxDahu25,CG,sleep,sleep,27,1970.7815246582031
320,sleep_normal_CG_C_32_28,runningmodesxDahu25,CG,sleep,sleep,28,1949.6703796386719
321,sleep_normal_CG_C_32_29,runningmodesxDahu25,CG,sleep,sleep,29,1929.0718994140625
322,sleep_normal_CG_C_32_3,runningmodesxDahu25,CG,sleep,sleep,3,1778.9342956542969
323,sleep_normal_CG_C_32_30,runningmodesxDahu25,CG,sleep,sleep,30,1808.0100708007806
324,sleep_normal_CG_C_32_31,runningmodesxDahu25,CG,sleep,sleep,31,1771.4168395996094
325,sleep_normal_CG_C_32_32,runningmodesxDahu25,CG,sleep,sleep,32,1930.0763854980469
326,sleep_normal_CG_C_32_33,runningmodesxDahu25,CG,sleep,sleep,33,1779.4148864746094
327,sleep_normal_CG_C_32_34,runningmodesxDahu25,CG,sleep,sleep,34,1936.5182495117188
328,sleep_normal_CG_C_32_35,runningmodesxDahu25,CG,sleep,sleep,35,1792.5709228515625
329,sleep_normal_CG_C_32_36,runningmodesxDahu25,CG,sleep,sleep,36,1926.2196044921875
330,sleep_normal_CG_C_32_37,runningmodesxDahu25,CG,sleep,sleep,37,1926.398498535156
331,sleep_normal_CG_C_32_38,runningmodesxDahu25,CG,sleep,sleep,38,1923.5183715820312
332,sleep_normal_CG_C_32_39,runningmodesxDahu25,CG,sleep,sleep,39,1929.0522155761719
333,sleep_normal_CG_C_32_4,runningmodesxDahu25,CG,sleep,sleep,4,1757.0098876953125
334,sleep_normal_CG_C_32_40,runningmodesxDahu25,CG,sleep,sleep,40,1945.9486694335935
335,sleep_normal_CG_C_32_41,runningmodesxDahu25,CG,sleep,sleep,41,1928.5716857910159
336,sleep_normal_CG_C_32_42,runningmodesxDahu25,CG,sleep,sleep,42,1943.9362182617188
337,sleep_normal_CG_C_32_43,runningmodesxDahu25,CG,sleep,sleep,43,1935.7662658691406
338,sleep_normal_CG_C_32_44,runningmodesxDahu25,CG,sleep,sleep,44,1965.7621459960935
339,sleep_normal_CG_C_32_45,runningmodesxDahu25,CG,sleep,sleep,45,1933.4022216796875
340,sleep_normal_CG_C_32_46,runningmodesxDahu25,CG,sleep,sleep,46,1927.0756225585935
341,sleep_normal_CG_C_32_47,runningmodesxDahu25,CG,sleep,sleep,47,1930.3966064453125
342,sleep_normal_CG_C_32_48,runningmodesxDahu25,CG,sleep,sleep,48,1963.1195678710935
343,sleep_normal_CG_C_32_49,runningmodesxDahu25,CG,sleep,sleep,49,1953.762481689453
344,sleep_normal_CG_C_32_5,runningmodesxDahu25,CG,sleep,sleep,5,1920.232177734375
345,sleep_normal_CG_C_32_50,runningmodesxDahu25,CG,sleep,sleep,50,1775.3735046386719
346,sleep_normal_CG_C_32_6,runningmodesxDahu25,CG,sleep,sleep,6,1915.0044555664065
347,sleep_normal_CG_C_32_7,runningmodesxDahu25,CG,sleep,sleep,7,1923.7447204589844
348,sleep_normal_CG_C_32_8,runningmodesxDahu25,CG,sleep,sleep,8,1925.6491088867188
349,sleep_normal_CG_C_32_9,runningmodesxDahu25,CG,sleep,sleep,9,1929.6895446777344
350,sleep_normal_EP_B_1_50p_1,runningmodesxDahu25,EP,sleep,sleep,1,7471.108184814453
351,sleep_normal_EP_B_1_50p_10,runningmodesxDahu25,EP,sleep,sleep,10,7693.193511962891
352,sleep_normal_EP_B_1_50p_11,runningmodesxDahu25,EP,sleep,sleep,11,8119.733367919922
353,sleep_normal_EP_B_1_50p_12,runningmodesxDahu25,EP,sleep,sleep,12,7448.974212646484
354,sleep_normal_EP_B_1_50p_13,runningmodesxDahu25,EP,sleep,sleep,13,7716.741058349609
355,sleep_normal_EP_B_1_50p_14,runningmodesxDahu25,EP,sleep,sleep,14,7711.333190917969
356,sleep_normal_EP_B_1_50p_15,runningmodesxDahu25,EP,sleep,sleep,15,7427.656951904297
357,sleep_normal_EP_B_1_50p_16,runningmodesxDahu25,EP,sleep,sleep,16,7452.459991455078
358,sleep_normal_EP_B_1_50p_17,runningmodesxDahu25,EP,sleep,sleep,17,7808.042449951172
359,sleep_normal_EP_B_1_50p_18,runningmodesxDahu25,EP,sleep,sleep,18,7444.83251953125
360,sleep_normal_EP_B_1_50p_19,runningmodesxDahu25,EP,sleep,sleep,19,7429.778472900391
361,sleep_normal_EP_B_1_50p_2,runningmodesxDahu25,EP,sleep,sleep,2,7786.661468505859
362,sleep_normal_EP_B_1_50p_20,runningmodesxDahu25,EP,sleep,sleep,20,7691.637908935547
363,sleep_normal_EP_B_1_50p_21,runningmodesxDahu25,EP,sleep,sleep,21,7495.460357666016
364,sleep_normal_EP_B_1_50p_22,runningmodesxDahu25,EP,sleep,sleep,22,7431.0970458984375
365,sleep_normal_EP_B_1_50p_23,runningmodesxDahu25,EP,sleep,sleep,23,7329.642639160156
366,sleep_normal_EP_B_1_50p_24,runningmodesxDahu25,EP,sleep,sleep,24,7346.060333251953
367,sleep_normal_EP_B_1_50p_25,runningmodesxDahu25,EP,sleep,sleep,25,8076.2568359375
368,sleep_normal_EP_B_1_50p_26,runningmodesxDahu25,EP,sleep,sleep,26,8252.952941894531
369,sleep_normal_EP_B_1_50p_27,runningmodesxDahu25,EP,sleep,sleep,27,7719.3353271484375
370,sleep_normal_EP_B_1_50p_28,runningmodesxDahu25,EP,sleep,sleep,28,7321.142303466797
371,sleep_normal_EP_B_1_50p_29,runningmodesxDahu25,EP,sleep,sleep,29,7443.911041259766
372,sleep_normal_EP_B_1_50p_3,runningmodesxDahu25,EP,sleep,sleep,3,8218.038970947266
373,sleep_normal_EP_B_1_50p_30,runningmodesxDahu25,EP,sleep,sleep,30,7836.3345947265625
374,sleep_normal_EP_B_1_50p_31,runningmodesxDahu25,EP,sleep,sleep,31,7955.057769775391
375,sleep_normal_EP_B_1_50p_32,runningmodesxDahu25,EP,sleep,sleep,32,7323.542510986328
376,sleep_normal_EP_B_1_50p_33,runningmodesxDahu25,EP,sleep,sleep,33,7340.117004394531
377,sleep_normal_EP_B_1_50p_34,runningmodesxDahu25,EP,sleep,sleep,34,7447.192718505859
378,sleep_normal_EP_B_1_50p_35,runningmodesxDahu25,EP,sleep,sleep,35,7805.089752197266
379,sleep_normal_EP_B_1_50p_36,runningmodesxDahu25,EP,sleep,sleep,36,7711.648223876953
380,sleep_normal_EP_B_1_50p_37,runningmodesxDahu25,EP,sleep,sleep,37,8167.821380615234
381,sleep_normal_EP_B_1_50p_38,runningmodesxDahu25,EP,sleep,sleep,38,7352.923431396484
382,sleep_normal_EP_B_1_50p_39,runningmodesxDahu25,EP,sleep,sleep,39,7361.293975830078
383,sleep_normal_EP_B_1_50p_4,runningmodesxDahu25,EP,sleep,sleep,4,7844.031494140625
384,sleep_normal_EP_B_1_50p_40,runningmodesxDahu25,EP,sleep,sleep,40,7496.200408935547
385,sleep_normal_EP_B_1_50p_41,runningmodesxDahu25,EP,sleep,sleep,41,7350.1363525390625
386,sleep_normal_EP_B_1_50p_42,runningmodesxDahu25,EP,sleep,sleep,42,7465.755767822266
387,sleep_normal_EP_B_1_50p_43,runningmodesxDahu25,EP,sleep,sleep,43,7469.922271728516
388,sleep_normal_EP_B_1_50p_44,runningmodesxDahu25,EP,sleep,sleep,44,7832.724945068359
389,sleep_normal_EP_B_1_50p_45,runningmodesxDahu25,EP,sleep,sleep,45,7834.8583984375
390,sleep_normal_EP_B_1_50p_46,runningmodesxDahu25,EP,sleep,sleep,46,7436.122222900391
391,sleep_normal_EP_B_1_50p_47,runningmodesxDahu25,EP,sleep,sleep,47,7965.522979736328
392,sleep_normal_EP_B_1_50p_48,runningmodesxDahu25,EP,sleep,sleep,48,7442.09765625
393,sleep_normal_EP_B_1_50p_49,runningmodesxDahu25,EP,sleep,sleep,49,7333.636993408203
394,sleep_normal_EP_B_1_50p_5,runningmodesxDahu25,EP,sleep,sleep,5,7803.667724609375
395,sleep_normal_EP_B_1_50p_50,runningmodesxDahu25,EP,sleep,sleep,50,7962.254730224609
396,sleep_normal_EP_B_1_50p_6,runningmodesxDahu25,EP,sleep,sleep,6,8216.913208007812
397,sleep_normal_EP_B_1_50p_7,runningmodesxDahu25,EP,sleep,sleep,7,7443.202117919922
398,sleep_normal_EP_B_1_50p_8,runningmodesxDahu25,EP,sleep,sleep,8,7445.788421630859
399,sleep_normal_EP_B_1_50p_9,runningmodesxDahu25,EP,sleep,sleep,9,8121.393096923828
400,sleep_normal_LU_C_64_1,runningmodesxDahu25,LU,sleep,sleep,1,6733.780731201172
401,sleep_normal_LU_C_64_10,runningmodesxDahu25,LU,sleep,sleep,10,6500.795379638672
402,sleep_normal_LU_C_64_11,runningmodesxDahu25,LU,sleep,sleep,11,6948.930419921875
403,sleep_normal_LU_C_64_12,runningmodesxDahu25,LU,sleep,sleep,12,6503.85205078125
404,sleep_normal_LU_C_64_13,runningmodesxDahu25,LU,sleep,sleep,13,6725.017547607422
405,sleep_normal_LU_C_64_14,runningmodesxDahu25,LU,sleep,sleep,14,6486.387664794922
406,sleep_normal_LU_C_64_15,runningmodesxDahu25,LU,sleep,sleep,15,6506.601776123047
407,sleep_normal_LU_C_64_16,runningmodesxDahu25,LU,sleep,sleep,16,6758.934387207031
408,sleep_normal_LU_C_64_17,runningmodesxDahu25,LU,sleep,sleep,17,6735.6881103515625
409,sleep_normal_LU_C_64_18,runningmodesxDahu25,LU,sleep,sleep,18,6745.500396728516
410,sleep_normal_LU_C_64_19,runningmodesxDahu25,LU,sleep,sleep,19,6754.3089599609375
411,sleep_normal_LU_C_64_2,runningmodesxDahu25,LU,sleep,sleep,2,6510.152404785156
412,sleep_normal_LU_C_64_20,runningmodesxDahu25,LU,sleep,sleep,20,6749.302459716797
413,sleep_normal_LU_C_64_21,runningmodesxDahu25,LU,sleep,sleep,21,6698.741943359375
414,sleep_normal_LU_C_64_22,runningmodesxDahu25,LU,sleep,sleep,22,6756.204406738281
415,sleep_normal_LU_C_64_23,runningmodesxDahu25,LU,sleep,sleep,23,6504.304382324219
416,sleep_normal_LU_C_64_24,runningmodesxDahu25,LU,sleep,sleep,24,6957.315673828125
417,sleep_normal_LU_C_64_25,runningmodesxDahu25,LU,sleep,sleep,25,6757.4215087890625
418,sleep_normal_LU_C_64_26,runningmodesxDahu25,LU,sleep,sleep,26,6954.809265136719
419,sleep_normal_LU_C_64_27,runningmodesxDahu25,LU,sleep,sleep,27,6750.931427001953
420,sleep_normal_LU_C_64_28,runningmodesxDahu25,LU,sleep,sleep,28,6753.126373291016
421,sleep_normal_LU_C_64_29,runningmodesxDahu25,LU,sleep,sleep,29,6751.273101806641
422,sleep_normal_LU_C_64_3,runningmodesxDahu25,LU,sleep,sleep,3,6750.1651611328125
423,sleep_normal_LU_C_64_30,runningmodesxDahu25,LU,sleep,sleep,30,6715.664978027344
424,sleep_normal_LU_C_64_31,runningmodesxDahu25,LU,sleep,sleep,31,6715.949157714844
425,sleep_normal_LU_C_64_32,runningmodesxDahu25,LU,sleep,sleep,32,6500.090270996094
426,sleep_normal_LU_C_64_33,runningmodesxDahu25,LU,sleep,sleep,33,6497.701477050781
427,sleep_normal_LU_C_64_34,runningmodesxDahu25,LU,sleep,sleep,34,6951.553802490234
428,sleep_normal_LU_C_64_35,runningmodesxDahu25,LU,sleep,sleep,35,6502.742248535156
429,sleep_normal_LU_C_64_36,runningmodesxDahu25,LU,sleep,sleep,36,6731.7003173828125
430,sleep_normal_LU_C_64_37,runningmodesxDahu25,LU,sleep,sleep,37,6759.388519287109
431,sleep_normal_LU_C_64_38,runningmodesxDahu25,LU,sleep,sleep,38,6733.042633056641
432,sleep_normal_LU_C_64_39,runningmodesxDahu25,LU,sleep,sleep,39,6506.126159667969
433,sleep_normal_LU_C_64_4,runningmodesxDahu25,LU,sleep,sleep,4,6757.429138183594
434,sleep_normal_LU_C_64_40,runningmodesxDahu25,LU,sleep,sleep,40,6719.660888671875
435,sleep_normal_LU_C_64_41,runningmodesxDahu25,LU,sleep,sleep,41,6717.418365478516
436,sleep_normal_LU_C_64_42,runningmodesxDahu25,LU,sleep,sleep,42,6721.038635253906
437,sleep_normal_LU_C_64_43,runningmodesxDahu25,LU,sleep,sleep,43,6507.625915527344
438,sleep_normal_LU_C_64_44,runningmodesxDahu25,LU,sleep,sleep,44,6734.684417724609
439,sleep_normal_LU_C_64_45,runningmodesxDahu25,LU,sleep,sleep,45,6705.594207763672
440,sleep_normal_LU_C_64_46,runningmodesxDahu25,LU,sleep,sleep,46,6754.082672119141
441,sleep_normal_LU_C_64_47,runningmodesxDahu25,LU,sleep,sleep,47,6962.749420166016
442,sleep_normal_LU_C_64_48,runningmodesxDahu25,LU,sleep,sleep,48,6696.980560302734
443,sleep_normal_LU_C_64_49,runningmodesxDahu25,LU,sleep,sleep,49,6753.027587890625
444,sleep_normal_LU_C_64_5,runningmodesxDahu25,LU,sleep,sleep,5,6727.469146728516
445,sleep_normal_LU_C_64_50,runningmodesxDahu25,LU,sleep,sleep,50,6753.33984375
446,sleep_normal_LU_C_64_6,runningmodesxDahu25,LU,sleep,sleep,6,6718.239685058594
447,sleep_normal_LU_C_64_7,runningmodesxDahu25,LU,sleep,sleep,7,6716.82763671875
448,sleep_normal_LU_C_64_8,runningmodesxDahu25,LU,sleep,sleep,8,6756.313293457031
449,sleep_normal_LU_C_64_9,runningmodesxDahu25,LU,sleep,sleep,9,6743.8944091796875
450,normal_normal_CG_C_32_1,runningmodesxDahu2,CG,normal,normal,1,2026.4526672363281
451,normal_normal_CG_C_32_10,runningmodesxDahu2,CG,normal,normal,10,1855.00634765625
452,normal_normal_CG_C_32_11,runningmodesxDahu2,CG,normal,normal,11,2008.9062805175781
453,normal_normal_CG_C_32_12,runningmodesxDahu2,CG,normal,normal,12,1858.11865234375
454,normal_normal_CG_C_32_13,runningmodesxDahu2,CG,normal,normal,13,1847.0724792480469
455,normal_normal_CG_C_32_14,runningmodesxDahu2,CG,normal,normal,14,1846.5135192871094
456,normal_normal_CG_C_32_15,runningmodesxDahu2,CG,normal,normal,15,1877.471618652344
457,normal_normal_CG_C_32_16,runningmodesxDahu2,CG,normal,normal,16,1843.3479614257806
458,normal_normal_CG_C_32_17,runningmodesxDahu2,CG,normal,normal,17,1849.040771484375
459,normal_normal_CG_C_32_18,runningmodesxDahu2,CG,normal,normal,18,2030.7688598632806
460,normal_normal_CG_C_32_19,runningmodesxDahu2,CG,normal,normal,19,1893.3236389160159
461,normal_normal_CG_C_32_2,runningmodesxDahu2,CG,normal,normal,2,1865.8219604492188
462,normal_normal_CG_C_32_20,runningmodesxDahu2,CG,normal,normal,20,1842.3872375488281
463,normal_normal_CG_C_32_21,runningmodesxDahu2,CG,normal,normal,21,2008.260803222656
464,normal_normal_CG_C_32_22,runningmodesxDahu2,CG,normal,normal,22,1849.211669921875
465,normal_normal_CG_C_32_23,runningmodesxDahu2,CG,normal,normal,23,2004.8020935058594
466,normal_normal_CG_C_32_24,runningmodesxDahu2,CG,normal,normal,24,1998.3263549804688
467,normal_normal_CG_C_32_25,runningmodesxDahu2,CG,normal,normal,25,1846.9239807128906
468,normal_normal_CG_C_32_26,runningmodesxDahu2,CG,normal,normal,26,1844.069122314453
469,normal_normal_CG_C_32_27,runningmodesxDahu2,CG,normal,normal,27,1995.0311279296875
470,normal_normal_CG_C_32_28,runningmodesxDahu2,CG,normal,normal,28,1843.2809448242188
471,normal_normal_CG_C_32_29,runningmodesxDahu2,CG,normal,normal,29,1837.471435546875
472,normal_normal_CG_C_32_3,runningmodesxDahu2,CG,normal,normal,3,2015.6548767089844
473,normal_normal_CG_C_32_30,runningmodesxDahu2,CG,normal,normal,30,1994.7050476074216
474,normal_normal_CG_C_32_31,runningmodesxDahu2,CG,normal,normal,31,1874.6004943847656
475,normal_normal_CG_C_32_32,runningmodesxDahu2,CG,normal,normal,32,1986.2822570800781
476,normal_normal_CG_C_32_33,runningmodesxDahu2,CG,normal,normal,33,1837.2946472167969
477,normal_normal_CG_C_32_34,runningmodesxDahu2,CG,normal,normal,34,1857.003662109375
478,normal_normal_CG_C_32_35,runningmodesxDahu2,CG,normal,normal,35,2024.0912475585935
479,normal_normal_CG_C_32_36,runningmodesxDahu2,CG,normal,normal,36,1877.3975830078125
480,normal_normal_CG_C_32_37,runningmodesxDahu2,CG,normal,normal,37,1992.7964477539065
481,normal_normal_CG_C_32_38,runningmodesxDahu2,CG,normal,normal,38,1836.2513732910159
482,normal_normal_CG_C_32_39,runningmodesxDahu2,CG,normal,normal,39,1829.9759521484373
483,normal_normal_CG_C_32_4,runningmodesxDahu2,CG,normal,normal,4,1866.0103454589844
484,normal_normal_CG_C_32_40,runningmodesxDahu2,CG,normal,normal,40,1991.072265625
485,normal_normal_CG_C_32_41,runningmodesxDahu2,CG,normal,normal,41,1833.5352783203125
486,normal_normal_CG_C_32_42,runningmodesxDahu2,CG,normal,normal,42,1830.4997253417969
487,normal_normal_CG_C_32_43,runningmodesxDahu2,CG,normal,normal,43,2024.1911010742188
488,normal_normal_CG_C_32_44,runningmodesxDahu2,CG,normal,normal,44,1993.0659790039065
489,normal_normal_CG_C_32_45,runningmodesxDahu2,CG,normal,normal,45,1835.501708984375
490,normal_normal_CG_C_32_46,runningmodesxDahu2,CG,normal,normal,46,1832.6261596679688
491,normal_normal_CG_C_32_47,runningmodesxDahu2,CG,normal,normal,47,2032.6157836914065
492,normal_normal_CG_C_32_48,runningmodesxDahu2,CG,normal,normal,48,2031.197265625
493,normal_normal_CG_C_32_49,runningmodesxDahu2,CG,normal,normal,49,1834.7572937011719
494,normal_normal_CG_C_32_5,runningmodesxDahu2,CG,normal,normal,5,1862.7667846679688
495,normal_normal_CG_C_32_50,runningmodesxDahu2,CG,normal,normal,50,1827.0226440429688
496,normal_normal_CG_C_32_6,runningmodesxDahu2,CG,normal,normal,6,1892.1393127441406
497,normal_normal_CG_C_32_7,runningmodesxDahu2,CG,normal,normal,7,2014.1291198730469
498,normal_normal_CG_C_32_8,runningmodesxDahu2,CG,normal,normal,8,1862.677734375
499,normal_normal_CG_C_32_9,runningmodesxDahu2,CG,normal,normal,9,2006.937286376953
500,normal_normal_EP_B_1_50p_1,runningmodesxDahu2,EP,normal,normal,1,7311.393951416016
501,normal_normal_EP_B_1_50p_10,runningmodesxDahu2,EP,normal,normal,10,8270.08871459961
502,normal_normal_EP_B_1_50p_11,runningmodesxDahu2,EP,normal,normal,11,7746.616271972656
503,normal_normal_EP_B_1_50p_12,runningmodesxDahu2,EP,normal,normal,12,8434.50634765625
504,normal_normal_EP_B_1_50p_13,runningmodesxDahu2,EP,normal,normal,13,7839.7626953125
505,normal_normal_EP_B_1_50p_14,runningmodesxDahu2,EP,normal,normal,14,7849.274658203125
506,normal_normal_EP_B_1_50p_15,runningmodesxDahu2,EP,normal,normal,15,7356.193878173828
507,normal_normal_EP_B_1_50p_16,runningmodesxDahu2,EP,normal,normal,16,7555.267608642578
508,normal_normal_EP_B_1_50p_17,runningmodesxDahu2,EP,normal,normal,17,8151.063629150391
509,normal_normal_EP_B_1_50p_18,runningmodesxDahu2,EP,normal,normal,18,7346.536712646484
510,normal_normal_EP_B_1_50p_19,runningmodesxDahu2,EP,normal,normal,19,7339.356719970703
511,normal_normal_EP_B_1_50p_2,runningmodesxDahu2,EP,normal,normal,2,7469.384826660156
512,normal_normal_EP_B_1_50p_20,runningmodesxDahu2,EP,normal,normal,20,7985.217590332031
513,normal_normal_EP_B_1_50p_21,runningmodesxDahu2,EP,normal,normal,21,7451.304931640625
514,normal_normal_EP_B_1_50p_22,runningmodesxDahu2,EP,normal,normal,22,7870.027770996094
515,normal_normal_EP_B_1_50p_23,runningmodesxDahu2,EP,normal,normal,23,7696.8328857421875
516,normal_normal_EP_B_1_50p_24,runningmodesxDahu2,EP,normal,normal,24,7342.861236572266
517,normal_normal_EP_B_1_50p_25,runningmodesxDahu2,EP,normal,normal,25,7722.349273681641
518,normal_normal_EP_B_1_50p_26,runningmodesxDahu2,EP,normal,normal,26,8136.452819824219
